O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Not Relevant	Date	Domain Source
51-9162.00	2.B.4.g	Systems Analysis	LV	3.00	8	0.00	3.00	3.00	N	N	07/2016	Analyst
51-9162.00	2.B.4.h	Systems Evaluation	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2016	Analyst
51-9162.00	2.B.4.h	Systems Evaluation	LV	3.12	8	0.13	2.88	3.37	N	N	07/2016	Analyst
51-9162.00	2.B.5.a	Time Management	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2016	Analyst
51-9162.00	2.B.5.a	Time Management	LV	2.88	8	0.13	2.63	3.12	N	N	07/2016	Analyst
51-9162.00	2.B.5.b	Management of Financial Resources	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2016	Analyst
51-9162.00	2.B.5.b	Management of Financial Resources	LV	1.25	8	0.31	0.64	1.86	N	N	07/2016	Analyst
51-9162.00	2.B.5.c	Management of Material Resources	IM	2.12	8	0.13	1.88	2.37	N	n/a	07/2016	Analyst
51-9162.00	2.B.5.c	Management of Material Resources	LV	2.00	8	0.00	2.00	2.00	N	N	07/2016	Analyst
51-9162.00	2.B.5.d	Management of Personnel Resources	IM	2.50	8	0.19	2.13	2.87	N	n/a	07/2016	Analyst
51-9162.00	2.B.5.d	Management of Personnel Resources	LV	2.50	8	0.19	2.13	2.87	N	N	07/2016	Analyst
51-9191.00	2.A.1.a	Reading Comprehension	IM	3.00	8	0.19	2.63	3.37	N	n/a	07/2015	Analyst
51-9191.00	2.A.1.a	Reading Comprehension	LV	2.50	8	0.19	2.13	2.87	N	N	07/2015	Analyst
51-9191.00	2.A.1.b	Active Listening	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2015	Analyst
51-9191.00	2.A.1.b	Active Listening	LV	2.75	8	0.16	2.43	3.07	N	N	07/2015	Analyst
51-9191.00	2.A.1.c	Writing	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2015	Analyst
51-9191.00	2.A.1.c	Writing	LV	2.25	8	0.16	1.93	2.57	N	N	07/2015	Analyst
51-9191.00	2.A.1.d	Speaking	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2015	Analyst
51-9191.00	2.A.1.d	Speaking	LV	2.62	8	0.18	2.27	2.98	N	N	07/2015	Analyst
51-9191.00	2.A.1.e	Mathematics	IM	2.50	8	0.19	2.13	2.87	N	n/a	07/2015	Analyst
51-9191.00	2.A.1.e	Mathematics	LV	2.38	8	0.18	2.02	2.73	N	N	07/2015	Analyst
51-9191.00	2.A.1.f	Science	IM	1.50	8	0.19	1.13	1.87	N	n/a	07/2015	Analyst
51-9191.00	2.A.1.f	Science	LV	0.50	8	0.19	0.13	0.87	N	N	07/2015	Analyst
51-9191.00	2.A.2.a	Critical Thinking	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2015	Analyst
51-9191.00	2.A.2.a	Critical Thinking	LV	2.75	8	0.16	2.43	3.07	N	N	07/2015	Analyst
51-9191.00	2.A.2.b	Active Learning	IM	2.62	8	0.18	2.27	2.98	N	n/a	07/2015	Analyst
51-9191.00	2.A.2.b	Active Learning	LV	2.38	8	0.18	2.02	2.73	N	N	07/2015	Analyst
51-9191.00	2.A.2.c	Learning Strategies	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2015	Analyst
51-9191.00	2.A.2.c	Learning Strategies	LV	2.12	8	0.13	1.88	2.37	N	N	07/2015	Analyst
51-9191.00	2.A.2.d	Monitoring	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2015	Analyst
51-9191.00	2.A.2.d	Monitoring	LV	3.12	8	0.13	2.88	3.37	N	N	07/2015	Analyst
51-9191.00	2.B.1.a	Social Perceptiveness	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2015	Analyst
51-9191.00	2.B.1.a	Social Perceptiveness	LV	2.38	8	0.18	2.02	2.73	N	N	07/2015	Analyst
51-9191.00	2.B.1.b	Coordination	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2015	Analyst
51-9191.00	2.B.1.b	Coordination	LV	3.00	8	0.00	3.00	3.00	N	N	07/2015	Analyst
51-9191.00	2.B.1.c	Persuasion	IM	2.00	8	0.19	1.63	2.37	N	n/a	07/2015	Analyst
51-9191.00	2.B.1.c	Persuasion	LV	1.88	8	0.30	1.30	2.45	N	N	07/2015	Analyst
51-9191.00	2.B.1.d	Negotiation	IM	1.88	8	0.13	1.63	2.12	N	n/a	07/2015	Analyst
51-9191.00	2.B.1.d	Negotiation	LV	1.62	8	0.26	1.11	2.14	N	N	07/2015	Analyst
51-9191.00	2.B.1.e	Instructing	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2015	Analyst
51-9191.00	2.B.1.e	Instructing	LV	2.38	8	0.18	2.02	2.73	N	N	07/2015	Analyst
51-9191.00	2.B.1.f	Service Orientation	IM	2.25	8	0.25	1.76	2.74	N	n/a	07/2015	Analyst
51-9191.00	2.B.1.f	Service Orientation	LV	2.00	8	0.33	1.36	2.64	N	N	07/2015	Analyst
51-9191.00	2.B.2.i	Complex Problem Solving	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2015	Analyst
51-9191.00	2.B.2.i	Complex Problem Solving	LV	2.50	8	0.19	2.13	2.87	N	N	07/2015	Analyst
51-9191.00	2.B.3.a	Operations Analysis	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.a	Operations Analysis	LV	0.75	8	0.16	0.43	1.07	N	N	07/2015	Analyst
51-9191.00	2.B.3.b	Technology Design	IM	1.25	8	0.16	1.00	1.57	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.b	Technology Design	LV	0.25	8	0.16	0.00	0.57	N	Y	07/2015	Analyst
51-9191.00	2.B.3.c	Equipment Selection	IM	2.12	8	0.13	1.88	2.37	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.c	Equipment Selection	LV	2.12	8	0.13	1.88	2.37	N	N	07/2015	Analyst
51-9191.00	2.B.3.d	Installation	IM	1.12	8	0.13	1.00	1.37	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.d	Installation	LV	0.12	8	0.13	0.00	0.37	N	Y	07/2015	Analyst
51-9191.00	2.B.3.e	Programming	IM	1.62	8	0.18	1.27	1.98	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.e	Programming	LV	0.62	8	0.18	0.27	0.98	N	N	07/2015	Analyst
51-9191.00	2.B.3.g	Operations Monitoring	IM	3.75	8	0.16	3.43	4.07	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.g	Operations Monitoring	LV	4.00	8	0.00	4.00	4.00	N	N	07/2015	Analyst
51-9191.00	2.B.3.h	Operation and Control	IM	3.88	8	0.13	3.63	4.12	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.h	Operation and Control	LV	3.75	8	0.16	3.43	4.07	N	N	07/2015	Analyst
51-9191.00	2.B.3.j	Equipment Maintenance	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.j	Equipment Maintenance	LV	3.12	8	0.13	2.88	3.37	N	N	07/2015	Analyst
51-9191.00	2.B.3.k	Troubleshooting	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.k	Troubleshooting	LV	3.00	8	0.00	3.00	3.00	N	N	07/2015	Analyst
51-9191.00	2.B.3.l	Repairing	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.l	Repairing	LV	2.88	8	0.13	2.63	3.12	N	N	07/2015	Analyst
51-9191.00	2.B.3.m	Quality Control Analysis	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2015	Analyst
51-9191.00	2.B.3.m	Quality Control Analysis	LV	3.50	8	0.19	3.13	3.87	N	N	07/2015	Analyst
51-9191.00	2.B.4.e	Judgment and Decision Making	IM	2.62	8	0.18	2.27	2.98	N	n/a	07/2015	Analyst
51-9191.00	2.B.4.e	Judgment and Decision Making	LV	2.50	8	0.19	2.13	2.87	N	N	07/2015	Analyst
51-9191.00	2.B.4.g	Systems Analysis	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2015	Analyst
51-9191.00	2.B.4.g	Systems Analysis	LV	2.62	8	0.18	2.27	2.98	N	N	07/2015	Analyst
51-9191.00	2.B.4.h	Systems Evaluation	IM	2.12	8	0.13	1.88	2.37	N	n/a	07/2015	Analyst
51-9191.00	2.B.4.h	Systems Evaluation	LV	1.88	8	0.13	1.63	2.12	N	N	07/2015	Analyst
51-9191.00	2.B.5.a	Time Management	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2015	Analyst
51-9191.00	2.B.5.a	Time Management	LV	2.88	8	0.13	2.63	3.12	N	N	07/2015	Analyst
51-9191.00	2.B.5.b	Management of Financial Resources	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2015	Analyst
51-9191.00	2.B.5.b	Management of Financial Resources	LV	0.75	8	0.16	0.43	1.07	N	N	07/2015	Analyst
51-9191.00	2.B.5.c	Management of Material Resources	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2015	Analyst
51-9191.00	2.B.5.c	Management of Material Resources	LV	1.25	8	0.31	0.64	1.86	N	N	07/2015	Analyst
51-9191.00	2.B.5.d	Management of Personnel Resources	IM	1.88	8	0.13	1.63	2.12	N	n/a	07/2015	Analyst
51-9191.00	2.B.5.d	Management of Personnel Resources	LV	1.75	8	0.25	1.26	2.24	N	N	07/2015	Analyst
51-9192.00	2.A.1.a	Reading Comprehension	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2017	Analyst
51-9192.00	2.A.1.a	Reading Comprehension	LV	2.25	8	0.16	1.93	2.57	N	N	07/2017	Analyst
51-9192.00	2.A.1.b	Active Listening	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2017	Analyst
51-9192.00	2.A.1.b	Active Listening	LV	2.38	8	0.18	2.02	2.73	N	N	07/2017	Analyst
51-9192.00	2.A.1.c	Writing	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2017	Analyst
51-9192.00	2.A.1.c	Writing	LV	2.38	8	0.18	2.02	2.73	N	N	07/2017	Analyst
51-9192.00	2.A.1.d	Speaking	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2017	Analyst
51-9192.00	2.A.1.d	Speaking	LV	2.25	8	0.16	1.93	2.57	N	N	07/2017	Analyst
51-9192.00	2.A.1.e	Mathematics	IM	2.00	8	0.00	2.00	2.00	N	n/a	07/2017	Analyst
51-9192.00	2.A.1.e	Mathematics	LV	1.12	8	0.13	0.88	1.37	N	N	07/2017	Analyst
51-9192.00	2.A.1.f	Science	IM	1.50	8	0.19	1.13	1.87	N	n/a	07/2017	Analyst
51-9192.00	2.A.1.f	Science	LV	0.62	8	0.26	0.11	1.14	N	N	07/2017	Analyst
51-9192.00	2.A.2.a	Critical Thinking	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2017	Analyst
51-9192.00	2.A.2.a	Critical Thinking	LV	2.12	8	0.13	1.88	2.37	N	N	07/2017	Analyst
51-9192.00	2.A.2.b	Active Learning	IM	2.12	8	0.13	1.88	2.37	N	n/a	07/2017	Analyst
51-9192.00	2.A.2.b	Active Learning	LV	2.12	8	0.13	1.88	2.37	N	N	07/2017	Analyst
51-9192.00	2.A.2.c	Learning Strategies	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2017	Analyst
51-9192.00	2.A.2.c	Learning Strategies	LV	2.12	8	0.13	1.88	2.37	N	N	07/2017	Analyst
51-9192.00	2.A.2.d	Monitoring	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2017	Analyst
51-9192.00	2.A.2.d	Monitoring	LV	3.00	8	0.00	3.00	3.00	N	N	07/2017	Analyst
51-9192.00	2.B.1.a	Social Perceptiveness	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2017	Analyst
51-9192.00	2.B.1.a	Social Perceptiveness	LV	2.12	8	0.13	1.88	2.37	N	N	07/2017	Analyst
51-9192.00	2.B.1.b	Coordination	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2017	Analyst
51-9192.00	2.B.1.b	Coordination	LV	2.12	8	0.13	1.88	2.37	N	N	07/2017	Analyst
51-9192.00	2.B.1.c	Persuasion	IM	2.00	8	0.00	2.00	2.00	N	n/a	07/2017	Analyst
51-9192.00	2.B.1.c	Persuasion	LV	2.00	8	0.19	1.63	2.37	N	N	07/2017	Analyst
51-9192.00	2.B.1.d	Negotiation	IM	2.00	8	0.00	2.00	2.00	N	n/a	07/2017	Analyst
51-9192.00	2.B.1.d	Negotiation	LV	2.00	8	0.19	1.63	2.37	N	N	07/2017	Analyst
51-9192.00	2.B.1.e	Instructing	IM	2.12	8	0.13	1.88	2.37	N	n/a	07/2017	Analyst
51-9192.00	2.B.1.e	Instructing	LV	2.00	8	0.00	2.00	2.00	N	N	07/2017	Analyst
51-9192.00	2.B.1.f	Service Orientation	IM	2.12	8	0.13	1.88	2.37	N	n/a	07/2017	Analyst
51-9192.00	2.B.1.f	Service Orientation	LV	2.00	8	0.19	1.63	2.37	N	N	07/2017	Analyst
51-9192.00	2.B.2.i	Complex Problem Solving	IM	2.50	8	0.19	2.13	2.87	N	n/a	07/2017	Analyst
51-9192.00	2.B.2.i	Complex Problem Solving	LV	2.12	8	0.13	1.88	2.37	N	N	07/2017	Analyst
51-9192.00	2.B.3.a	Operations Analysis	IM	1.38	8	0.18	1.02	1.73	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.a	Operations Analysis	LV	0.38	8	0.18	0.02	0.73	N	N	07/2017	Analyst
51-9192.00	2.B.3.b	Technology Design	IM	1.00	8	0.00	1.00	1.00	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.b	Technology Design	LV	0.00	8	0.00	0.00	0.00	N	Y	07/2017	Analyst
51-9192.00	2.B.3.c	Equipment Selection	IM	1.88	8	0.13	1.63	2.12	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.c	Equipment Selection	LV	1.25	8	0.25	0.76	1.74	N	N	07/2017	Analyst
51-9192.00	2.B.3.d	Installation	IM	1.00	8	0.00	1.00	1.00	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.d	Installation	LV	0.00	8	0.00	0.00	0.00	N	Y	07/2017	Analyst
51-9192.00	2.B.3.e	Programming	IM	1.12	8	0.13	1.00	1.37	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.e	Programming	LV	0.12	8	0.13	0.00	0.37	N	Y	07/2017	Analyst
51-9192.00	2.B.3.g	Operations Monitoring	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.g	Operations Monitoring	LV	2.88	8	0.13	2.63	3.12	N	N	07/2017	Analyst
51-9192.00	2.B.3.h	Operation and Control	IM	3.25	8	0.16	2.93	3.57	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.h	Operation and Control	LV	3.00	8	0.00	3.00	3.00	N	N	07/2017	Analyst
51-9192.00	2.B.3.j	Equipment Maintenance	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.j	Equipment Maintenance	LV	1.75	8	0.16	1.43	2.07	N	N	07/2017	Analyst
51-9192.00	2.B.3.k	Troubleshooting	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.k	Troubleshooting	LV	2.12	8	0.13	1.88	2.37	N	N	07/2017	Analyst
51-9192.00	2.B.3.l	Repairing	IM	1.75	8	0.25	1.26	2.24	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.l	Repairing	LV	1.12	8	0.35	0.44	1.81	N	N	07/2017	Analyst
51-9192.00	2.B.3.m	Quality Control Analysis	IM	2.50	8	0.19	2.13	2.87	N	n/a	07/2017	Analyst
51-9192.00	2.B.3.m	Quality Control Analysis	LV	2.25	8	0.16	1.93	2.57	N	N	07/2017	Analyst
51-9192.00	2.B.4.e	Judgment and Decision Making	IM	2.62	8	0.18	2.27	2.98	N	n/a	07/2017	Analyst
51-9192.00	2.B.4.e	Judgment and Decision Making	LV	2.12	8	0.13	1.88	2.37	N	N	07/2017	Analyst
51-9192.00	2.B.4.g	Systems Analysis	IM	2.00	8	0.00	2.00	2.00	N	n/a	07/2017	Analyst
51-9192.00	2.B.4.g	Systems Analysis	LV	1.50	8	0.19	1.13	1.87	N	N	07/2017	Analyst
51-9192.00	2.B.4.h	Systems Evaluation	IM	2.00	8	0.00	2.00	2.00	N	n/a	07/2017	Analyst
51-9192.00	2.B.4.h	Systems Evaluation	LV	1.88	8	0.13	1.63	2.12	N	N	07/2017	Analyst
51-9192.00	2.B.5.a	Time Management	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2017	Analyst
51-9192.00	2.B.5.a	Time Management	LV	2.50	8	0.19	2.13	2.87	N	N	07/2017	Analyst
51-9192.00	2.B.5.b	Management of Financial Resources	IM	1.25	8	0.16	1.00	1.57	N	n/a	07/2017	Analyst
51-9192.00	2.B.5.b	Management of Financial Resources	LV	0.25	8	0.16	0.00	0.57	N	Y	07/2017	Analyst
51-9192.00	2.B.5.c	Management of Material Resources	IM	1.38	8	0.18	1.02	1.73	N	n/a	07/2017	Analyst
51-9192.00	2.B.5.c	Management of Material Resources	LV	0.38	8	0.18	0.02	0.73	N	N	07/2017	Analyst
51-9192.00	2.B.5.d	Management of Personnel Resources	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2017	Analyst
51-9192.00	2.B.5.d	Management of Personnel Resources	LV	2.00	8	0.00	2.00	2.00	N	N	07/2017	Analyst
51-9193.00	2.A.1.a	Reading Comprehension	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2017	Analyst
51-9193.00	2.A.1.a	Reading Comprehension	LV	3.00	8	0.00	3.00	3.00	N	N	07/2017	Analyst
51-9193.00	2.A.1.b	Active Listening	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2017	Analyst
51-9193.00	2.A.1.b	Active Listening	LV	3.00	8	0.19	2.63	3.37	N	N	07/2017	Analyst
51-9193.00	2.A.1.c	Writing	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2017	Analyst
51-9193.00	2.A.1.c	Writing	LV	2.88	8	0.13	2.63	3.12	N	N	07/2017	Analyst
51-9193.00	2.A.1.d	Speaking	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2017	Analyst
51-9193.00	2.A.1.d	Speaking	LV	2.88	8	0.13	2.63	3.12	N	N	07/2017	Analyst
51-9193.00	2.A.1.e	Mathematics	IM	2.38	8	0.18	2.02	2.73	N	n/a	07/2017	Analyst
51-9193.00	2.A.1.e	Mathematics	LV	2.38	8	0.18	2.02	2.73	N	N	07/2017	Analyst
51-9193.00	2.A.1.f	Science	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2017	Analyst
51-9193.00	2.A.1.f	Science	LV	0.88	8	0.23	0.43	1.32	N	N	07/2017	Analyst
51-9193.00	2.A.2.a	Critical Thinking	IM	3.62	8	0.18	3.27	3.98	N	n/a	07/2017	Analyst
51-9193.00	2.A.2.a	Critical Thinking	LV	3.25	8	0.16	2.93	3.57	N	N	07/2017	Analyst
51-9193.00	2.A.2.b	Active Learning	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2017	Analyst
51-9193.00	2.A.2.b	Active Learning	LV	3.12	8	0.13	2.88	3.37	N	N	07/2017	Analyst
51-9193.00	2.A.2.c	Learning Strategies	IM	2.50	8	0.19	2.13	2.87	N	n/a	07/2017	Analyst
51-9193.00	2.A.2.c	Learning Strategies	LV	2.38	8	0.18	2.02	2.73	N	N	07/2017	Analyst
51-9193.00	2.A.2.d	Monitoring	IM	3.50	8	0.19	3.13	3.87	N	n/a	07/2017	Analyst
51-9193.00	2.A.2.d	Monitoring	LV	3.38	8	0.18	3.02	3.73	N	N	07/2017	Analyst
51-9193.00	2.B.1.a	Social Perceptiveness	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2017	Analyst
51-9193.00	2.B.1.a	Social Perceptiveness	LV	2.38	8	0.18	2.02	2.73	N	N	07/2017	Analyst
51-9193.00	2.B.1.b	Coordination	IM	2.88	8	0.13	2.63	3.12	N	n/a	07/2017	Analyst
51-9193.00	2.B.1.b	Coordination	LV	2.88	8	0.13	2.63	3.12	N	N	07/2017	Analyst
51-9193.00	2.B.1.c	Persuasion	IM	2.50	8	0.27	1.98	3.02	N	n/a	07/2017	Analyst
51-9193.00	2.B.1.c	Persuasion	LV	2.00	8	0.38	1.26	2.74	N	N	07/2017	Analyst
51-9193.00	2.B.1.d	Negotiation	IM	2.38	8	0.18	2.02	2.73	N	n/a	07/2017	Analyst
51-9193.00	2.B.1.d	Negotiation	LV	2.00	8	0.19	1.63	2.37	N	N	07/2017	Analyst
51-9193.00	2.B.1.e	Instructing	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2017	Analyst
51-9193.00	2.B.1.e	Instructing	LV	2.75	8	0.16	2.43	3.07	N	N	07/2017	Analyst
51-9193.00	2.B.1.f	Service Orientation	IM	2.38	8	0.18	2.02	2.73	N	n/a	07/2017	Analyst
51-9193.00	2.B.1.f	Service Orientation	LV	2.12	8	0.13	1.88	2.37	N	N	07/2017	Analyst
51-9193.00	2.B.2.i	Complex Problem Solving	IM	3.50	8	0.19	3.13	3.87	N	n/a	07/2017	Analyst
51-9193.00	2.B.2.i	Complex Problem Solving	LV	3.00	8	0.00	3.00	3.00	N	N	07/2017	Analyst
51-9193.00	2.B.3.a	Operations Analysis	IM	1.88	8	0.13	1.63	2.12	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.a	Operations Analysis	LV	1.50	8	0.27	0.98	2.02	N	N	07/2017	Analyst
51-9193.00	2.B.3.b	Technology Design	IM	1.62	8	0.18	1.27	1.98	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.b	Technology Design	LV	0.62	8	0.18	0.27	0.98	N	N	07/2017	Analyst
51-9193.00	2.B.3.c	Equipment Selection	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.c	Equipment Selection	LV	2.75	8	0.16	2.43	3.07	N	N	07/2017	Analyst
51-9193.00	2.B.3.d	Installation	IM	1.50	8	0.19	1.13	1.87	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.d	Installation	LV	0.50	8	0.19	0.13	0.87	N	N	07/2017	Analyst
51-9193.00	2.B.3.e	Programming	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.e	Programming	LV	0.75	8	0.16	0.43	1.07	N	N	07/2017	Analyst
51-9193.00	2.B.3.g	Operations Monitoring	IM	3.88	8	0.13	3.63	4.12	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.g	Operations Monitoring	LV	3.88	8	0.13	3.63	4.12	N	N	07/2017	Analyst
51-9193.00	2.B.3.h	Operation and Control	IM	3.75	8	0.16	3.43	4.07	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.h	Operation and Control	LV	3.62	8	0.18	3.27	3.98	N	N	07/2017	Analyst
51-9193.00	2.B.3.j	Equipment Maintenance	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.j	Equipment Maintenance	LV	3.00	8	0.19	2.63	3.37	N	N	07/2017	Analyst
51-9193.00	2.B.3.k	Troubleshooting	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.k	Troubleshooting	LV	3.12	8	0.13	2.88	3.37	N	N	07/2017	Analyst
51-9193.00	2.B.3.l	Repairing	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.l	Repairing	LV	3.00	8	0.19	2.63	3.37	N	N	07/2017	Analyst
51-9193.00	2.B.3.m	Quality Control Analysis	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2017	Analyst
51-9193.00	2.B.3.m	Quality Control Analysis	LV	3.12	8	0.13	2.88	3.37	N	N	07/2017	Analyst
51-9193.00	2.B.4.e	Judgment and Decision Making	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2017	Analyst
51-9193.00	2.B.4.e	Judgment and Decision Making	LV	3.00	8	0.00	3.00	3.00	N	N	07/2017	Analyst
51-9193.00	2.B.4.g	Systems Analysis	IM	2.38	8	0.18	2.02	2.73	N	n/a	07/2017	Analyst
51-9193.00	2.B.4.g	Systems Analysis	LV	2.25	8	0.16	1.93	2.57	N	N	07/2017	Analyst
51-9193.00	2.B.4.h	Systems Evaluation	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2017	Analyst
51-9193.00	2.B.4.h	Systems Evaluation	LV	2.38	8	0.18	2.02	2.73	N	N	07/2017	Analyst
51-9193.00	2.B.5.a	Time Management	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2017	Analyst
51-9193.00	2.B.5.a	Time Management	LV	3.00	8	0.00	3.00	3.00	N	N	07/2017	Analyst
51-9193.00	2.B.5.b	Management of Financial Resources	IM	1.75	8	0.16	1.43	2.07	N	n/a	07/2017	Analyst
51-9193.00	2.B.5.b	Management of Financial Resources	LV	1.25	8	0.31	0.64	1.86	N	N	07/2017	Analyst
51-9193.00	2.B.5.c	Management of Material Resources	IM	1.88	8	0.13	1.63	2.12	N	n/a	07/2017	Analyst
51-9193.00	2.B.5.c	Management of Material Resources	LV	1.62	8	0.26	1.11	2.14	N	N	07/2017	Analyst
51-9193.00	2.B.5.d	Management of Personnel Resources	IM	2.75	8	0.16	2.43	3.07	N	n/a	07/2017	Analyst
51-9193.00	2.B.5.d	Management of Personnel Resources	LV	2.50	8	0.19	2.13	2.87	N	N	07/2017	Analyst
51-9194.00	2.A.1.a	Reading Comprehension	IM	3.12	8	0.13	2.88	3.37	N	n/a	07/2017	Analyst
51-9194.00	2.A.1.a	Reading Comprehension	LV	2.88	8	0.13	2.63	3.12	N	N	07/2017	Analyst
51-9194.00	2.A.1.b	Active Listening	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2017	Analyst
51-9194.00	2.A.1.b	Active Listening	LV	3.00	8	0.00	3.00	3.00	N	N	07/2017	Analyst
51-9194.00	2.A.1.c	Writing	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2017	Analyst
51-9194.00	2.A.1.c	Writing	LV	2.25	8	0.16	1.93	2.57	N	N	07/2017	Analyst
51-9194.00	2.A.1.d	Speaking	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2017	Analyst
51-9194.00	2.A.1.d	Speaking	LV	2.62	8	0.18	2.27	2.98	N	N	07/2017	Analyst
51-9194.00	2.A.1.e	Mathematics	IM	2.00	8	0.00	2.00	2.00	N	n/a	07/2017	Analyst
51-9194.00	2.A.1.e	Mathematics	LV	1.75	8	0.16	1.43	2.07	N	N	07/2017	Analyst
51-9194.00	2.A.1.f	Science	IM	1.12	8	0.13	1.00	1.37	N	n/a	07/2017	Analyst
51-9194.00	2.A.1.f	Science	LV	0.25	8	0.25	0.00	0.74	N	Y	07/2017	Analyst
51-9194.00	2.A.2.a	Critical Thinking	IM	3.00	8	0.00	3.00	3.00	N	n/a	07/2017	Analyst
51-9194.00	2.A.2.a	Critical Thinking	LV	3.12	8	0.13	2.88	3.37	N	N	07/2017	Analyst
51-9194.00	2.A.2.b	Active Learning	IM	2.38	8	0.18	2.02	2.73	N	n/a	07/2017	Analyst
51-9194.00	2.A.2.b	Active Learning	LV	2.25	8	0.16	1.93	2.57	N	N	07/2017	Analyst
51-9194.00	2.A.2.c	Learning Strategies	IM	2.25	8	0.16	1.93	2.57	N	n/a	07/2017	Analyst
51-9194.00	2.A.2.c	Learning Strategies	LV	2.00	8	0.00	2.00	2.00	N	N	07/2017	Analyst
